Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ¦Ìmho","Future, NA",Month,,,,,
05/21/1975 11:30,232.48,0.250,7771.0,96.1,0.590,0.105,3.33,-9.00,49.0,-9.0,-9.00,-9,,5,,,,,
05/21/1975 17:30,232.73,0.250,10448.0,125.0,0.397,0.115,3.09,-9.00,50.0,-9.0,-9.00,-9,,5,,,,,
05/21/1975 23:30,232.98,0.250,10895.0,131.0,0.400,0.085,2.74,-9.00,51.0,-9.0,-9.00,-9,,5,,,,,
05/22/1975 05:30,233.23,0.250,10228.0,138.0,0.391,0.100,3.34,-9.00,52.0,-9.0,-9.00,-9,,5,,,,,
05/22/1975 11:30,233.48,0.250,9744.0,111.0,0.497,0.115,3.68,-9.00,56.0,-9.0,-9.00,-9,,5,,,,,
05/22/1975 17:30,233.73,0.250,10008.0,195.0,0.457,0.115,3.98,-9.00,53.0,-9.0,-9.00,-9,,5,,,,,
05/22/1975 23:30,233.98,0.250,11819.0,260.0,0.572,0.100,4.92,-9.00,44.0,-9.0,-9.00,-9,,5,,,,,
05/23/1975 05:30,234.23,0.250,15628.0,412.0,0.735,0.112,6.46,-9.00,41.0,-9.0,-9.00,-9,,5,,,,,
05/23/1975 11:30,234.48,0.250,18772.0,522.0,0.894,0.095,8.41,-9.00,38.0,-9.0,-9.00,-9,,5,,,,,
05/23/1975 17:30,234.73,0.250,20419.0,575.0,0.947,0.047,8.63,-9.00,36.0,-9.0,-9.00,-9,,5,,,,,
05/23/1975 23:30,234.98,0.250,21658.0,671.0,1.040,0.102,8.33,-9.00,33.0,-9.0,-9.00,-9,,5,,,,,
05/24/1975 05:30,235.23,0.250,22071.0,664.0,0.968,0.120,8.11,-9.00,33.0,-9.0,-9.00,-9,,5,,,,,
05/24/1975 11:30,235.48,0.250,21422.0,822.0,1.180,0.110,7.29,-9.00,34.0,-9.0,-9.00,-9,,5,,,,,
05/24/1975 17:30,235.73,0.250,19619.0,700.0,1.030,0.085,7.82,-9.00,36.0,-9.0,-9.00,-9,,5,,,,,
05/24/1975 23:30,235.98,0.250,17388.0,699.0,1.040,0.105,8.45,-9.00,37.0,-9.0,-9.00,-9,,5,,,,,
05/25/1975 05:30,236.23,0.250,15160.0,469.0,0.734,0.028,8.62,-9.00,37.0,-9.0,-9.00,-9,,5,,,,,
05/25/1975 11:30,236.48,0.250,13498.0,398.0,0.705,0.110,9.05,-9.00,38.0,-9.0,-9.00,-9,,5,,,,,
05/25/1975 17:30,236.73,0.250,12101.0,370.0,0.640,0.107,9.34,-9.00,40.0,-9.0,-9.00,-9,,5,,,,,
05/25/1975 23:30,236.98,0.250,10272.0,366.0,0.890,0.095,9.23,-9.00,42.0,-9.0,-9.00,-9,,5,,,,,
05/26/1975 05:30,237.23,0.250,6484.0,271.0,0.476,0.115,9.27,-9.00,42.0,-9.0,-9.00,-9,,5,,,,,
05/26/1975 11:30,237.48,0.250,6216.0,299.0,0.490,0.055,9.59,-9.00,41.0,-9.0,-9.00,-9,,5,,,,,
05/26/1975 17:30,237.73,0.250,6368.0,299.0,0.507,0.105,9.49,-9.00,40.0,-9.0,-9.00,-9,,5,,,,,
05/26/1975 23:30,237.98,0.250,6254.0,266.0,0.580,0.105,9.51,-9.00,39.0,-9.0,-9.00,-9,,5,,,,,
05/27/1975 05:30,238.23,0.245,6291.0,302.0,0.635,0.093,9.73,-9.00,42.0,-9.0,-9.00,-9,,5,,,,,
05/27/1975 11:15,238.47,0.245,6368.0,264.0,0.521,0.148,10.20,-9.00,61.0,-9.0,-9.00,-9,,5,,,,,
05/27/1975 17:15,238.72,0.250,5952.0,265.0,0.523,0.142,10.30,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
05/27/1975 23:15,238.97,0.250,5842.0,235.0,0.508,0.150,10.10,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
05/28/1975 05:15,239.22,0.250,5477.0,226.0,0.491,0.150,9.30,-9.00,45.0,-9.0,-9.00,-9,,5,,,,,
05/28/1975 11:15,239.47,0.250,5157.0,279.0,0.633,0.190,8.87,-9.00,61.0,-9.0,-9.00,-9,,5,,,,,
05/28/1975 17:15,239.72,0.250,4845.0,254.0,0.481,0.145,9.05,-9.00,47.0,-9.0,-9.00,-9,,5,,,,,
05/28/1975 23:15,239.97,0.250,4249.0,199.0,0.431,0.140,9.18,-9.00,61.0,-9.0,-9.00,-9,,5,,,,,
05/29/1975 05:15,240.22,0.250,4090.0,196.0,0.442,0.145,9.55,-9.00,47.0,-9.0,-9.00,-9,,5,,,,,
05/29/1975 11:15,240.47,0.250,3865.0,166.0,0.405,0.140,9.30,-9.00,66.0,-9.0,-9.00,-9,,5,,,,,
05/29/1975 17:15,240.72,0.250,3451.0,146.0,0.374,0.145,9.30,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
05/29/1975 23:15,240.97,0.250,3252.0,141.0,-9.000,0.145,9.30,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
05/30/1975 05:15,241.22,0.250,4026.0,156.0,0.392,0.145,9.30,-9.00,53.0,-9.0,-9.00,-9,,5,,,,,
05/30/1975 11:15,241.47,0.250,2753.0,155.0,0.393,0.140,9.15,-9.00,68.0,-9.0,-9.00,-9,,5,,,,,
05/30/1975 17:15,241.72,0.250,2723.0,146.0,0.364,0.131,9.05,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
05/30/1975 23:15,241.97,0.250,2377.0,112.0,0.332,0.137,9.00,-9.00,69.0,-9.0,-9.00,-9,,5,,,,,
05/31/1975 05:15,242.22,0.250,2187.0,237.0,0.353,0.140,8.90,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
05/31/1975 11:15,242.47,0.250,2267.0,137.0,0.377,0.138,8.75,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
05/31/1975 17:15,242.72,0.250,2213.0,105.0,0.315,0.130,8.60,-9.00,55.0,-9.0,-9.00,-9,,5,,,,,
05/31/1975 23:15,242.97,0.250,2053.0,103.0,0.311,0.121,8.50,-9.00,-9.0,-9.0,-9.00,-9,,5,,,,,
06/01/1975 05:15,243.22,0.250,2053.0,133.0,0.349,0.122,8.45,-9.00,-9.0,-9.0,-9.00,-9,,6,,,,,
06/01/1975 11:15,243.47,0.250,2080.0,113.0,0.330,0.120,8.30,-9.00,-9.0,-9.0,-9.00,-9,,6,,,,,
06/01/1975 17:15,243.72,0.250,2106.0,109.0,0.319,0.115,8.20,-9.00,-9.0,-9.0,-9.00,-9,,6,,,,,
06/01/1975 23:15,243.97,0.250,2320.0,111.0,0.325,0.117,7.85,-9.00,-9.0,-9.0,-9.00,-9,,6,,,,,
06/02/1975 05:15,244.22,0.250,1271.0,135.0,0.358,0.120,7.57,-9.00,-9.0,-9.0,-9.00,-9,,6,,,,,
06/02/1975 11:15,244.47,0.200,2575.0,133.0,0.344,0.115,7.30,-9.00,63.0,-9.0,-9.00,-9,,6,,,,,
06/02/1975 14:50,244.62,0.200,2903.0,213.0,0.422,0.150,-9.00,-9.00,39.5,-9.0,-9.00,-9,,6,,,,,
06/02/1975 20:50,244.87,0.250,3518.0,150.0,0.331,0.140,-9.00,-9.00,38.5,-9.0,-9.00,-9,,6,,,,,
06/03/1975 02:50,245.12,0.250,3963.0,164.0,0.363,0.148,-9.00,-9.00,37.5,-9.0,-9.00,-9,,6,,,,,
06/03/1975 08:50,245.37,0.250,4153.0,170.0,0.359,0.130,-9.00,-9.00,37.0,-9.0,-9.00,-9,,6,,,,,
06/03/1975 14:50,245.62,0.250,4281.0,162.0,0.349,0.130,-9.00,-9.00,36.5,-9.0,-9.00,-9,,6,,,,,
06/03/1975 20:50,245.87,0.250,4216.0,182.0,0.368,0.131,-9.00,-9.00,36.0,-9.0,-9.00,-9,,6,,,,,
06/04/1975 02:50,246.12,0.250,4677.0,197.0,0.398,0.139,-9.00,-9.00,36.0,-9.0,-9.00,-9,,6,,,,,
06/04/1975 08:50,246.37,0.250,5334.0,187.0,0.383,0.140,-9.00,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/04/1975 14:50,246.62,0.250,5952.0,167.0,0.363,0.145,-9.00,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/04/1975 20:50,246.87,0.250,7440.0,179.0,0.369,0.142,-9.00,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/05/1975 02:50,247.12,0.250,8626.0,187.0,0.397,0.140,-9.00,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/05/1975 08:50,247.37,0.250,10228.0,168.0,0.370,0.130,-9.00,-9.00,38.5,-9.0,-9.00,-9,,6,,,,,
06/05/1975 14:50,247.62,0.250,11260.0,215.0,0.386,0.120,-9.00,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/05/1975 20:50,247.87,0.250,12766.0,260.0,0.414,0.110,-9.00,-9.00,37.0,-9.0,-9.00,-9,,6,,,,,
06/06/1975 02:50,248.12,0.250,13302.0,298.0,0.461,0.100,-9.00,-9.00,36.0,-9.0,-9.00,-9,,6,,,,,
06/06/1975 08:50,248.37,0.375,13155.0,317.0,0.477,0.100,9.70,-9.00,36.0,-9.0,-9.00,-9,,6,,,,,
06/06/1975 20:50,248.87,0.375,12383.0,324.0,0.483,0.105,10.30,-9.00,37.0,-9.0,-9.00,-9,,6,,,,,
06/07/1975 02:50,249.12,0.250,11537.0,298.0,0.466,0.117,9.80,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/07/1975 08:50,249.37,0.250,11076.0,243.0,0.427,0.114,9.80,-9.00,39.0,-9.0,-9.00,-9,,6,,,,,
06/07/1975 14:50,249.62,0.250,10272.0,243.0,0.390,0.107,9.67,-9.00,37.0,-9.0,-9.00,-9,,6,,,,,
06/07/1975 20:50,249.87,0.250,8845.0,281.0,0.418,0.104,9.67,-9.00,35.0,-9.0,-9.00,-9,,6,,,,,
06/08/1975 02:50,250.12,0.250,7981.0,264.0,0.428,0.100,9.48,-9.00,32.5,-9.0,-9.00,-9,,6,,,,,
06/08/1975 08:50,250.37,0.250,7318.0,259.0,0.414,0.105,9.48,-9.00,32.0,-9.0,-9.00,-9,,6,,,,,
06/08/1975 14:50,250.62,0.250,6756.0,222.0,0.363,0.100,9.67,-9.00,31.5,-9.0,-9.00,-9,,6,,,,,
06/08/1975 20:50,250.87,0.250,5990.0,209.0,0.354,0.105,9.75,-9.00,32.0,-9.0,-9.00,-9,,6,,,,,
06/09/1975 02:50,251.12,0.250,5621.0,189.0,0.361,0.103,9.85,-9.00,43.0,-9.0,-9.00,-9,,6,,,,,
06/09/1975 08:50,251.37,0.170,4879.0,194.0,0.360,0.104,9.68,-9.00,34.5,-9.0,-9.00,-9,,6,,,,,
06/09/1975 11:00,251.46,0.170,5088.0,364.0,0.520,0.102,10.30,-9.00,28.0,-9.0,-9.00,-9,,6,,,,,
06/09/1975 17:00,251.71,0.250,4509.0,260.0,0.520,0.119,8.50,-9.00,30.0,-9.0,-9.00,-9,,6,,,,,
06/09/1975 23:00,251.96,0.250,4281.0,184.0,0.354,0.110,8.50,-9.00,31.0,-9.0,-9.00,-9,,6,,,,,
06/10/1975 05:00,252.21,0.250,4121.0,198.0,0.350,0.144,8.35,-9.00,31.5,-9.0,-9.00,-9,,6,,,,,
06/10/1975 11:00,252.46,0.250,3726.0,165.0,0.350,0.111,9.70,-9.00,32.0,-9.0,-9.00,-9,,6,,,,,
06/10/1975 17:00,252.71,0.250,3187.0,183.0,0.341,0.102,9.60,-9.00,33.0,-9.0,-9.00,-9,,6,,,,,
06/10/1975 23:00,252.96,0.250,3093.0,173.0,0.332,0.090,9.60,-9.00,33.5,-9.0,-9.00,-9,,6,,,,,
06/11/1975 05:00,253.21,0.250,3352.0,235.0,0.354,0.104,9.60,-9.00,33.0,-9.0,-9.00,-9,,6,,,,,
06/11/1975 11:00,253.46,0.250,3093.0,177.0,0.327,0.096,9.50,-9.00,33.0,-9.0,-9.00,-9,,6,,,,,
06/11/1975 17:00,253.71,0.250,2903.0,179.0,0.345,0.101,9.47,-9.00,33.5,-9.0,-9.00,-9,,6,,,,,
06/11/1975 23:00,253.96,0.250,2903.0,165.0,0.332,0.090,9.17,-9.00,34.0,-9.0,-9.00,-9,,6,,,,,
06/12/1975 05:00,254.21,0.250,2998.0,238.0,0.381,0.084,9.00,-9.00,34.0,-9.0,-9.00,-9,,6,,,,,
06/12/1975 11:00,254.46,0.250,3156.0,167.0,0.332,0.102,8.80,-9.00,34.5,-9.0,-9.00,-9,,6,,,,,
06/12/1975 17:00,254.71,0.250,4153.0,169.0,0.332,0.105,8.80,-9.00,35.0,-9.0,-9.00,-9,,6,,,,,
06/12/1975 23:00,254.96,0.250,4879.0,173.0,0.327,0.092,8.65,-9.00,35.5,-9.0,-9.00,-9,,6,,,,,
06/13/1975 05:00,255.21,0.250,2348.0,188.0,0.345,0.099,8.67,-9.00,35.5,-9.0,-9.00,-9,,6,,,,,
06/13/1975 11:00,255.46,0.250,5842.0,177.0,0.354,0.098,8.65,-9.00,36.0,-9.0,-9.00,-9,,6,,,,,
06/13/1975 17:00,255.71,0.250,6065.0,177.0,0.354,0.103,8.60,-9.00,38.5,-9.0,-9.00,-9,,6,,,,,
06/13/1975 23:00,255.96,0.250,5584.0,163.0,0.332,0.092,8.20,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/14/1975 05:00,256.21,0.250,5621.0,164.0,0.350,0.090,8.00,-9.00,38.0,-9.0,-9.00,-9,,6,,,,,
06/14/1975 11:00,256.46,0.250,5621.0,157.0,0.323,0.093,6.88,-9.00,37.5,-9.0,-9.00,-9,,6,,,,,
06/14/1975 17:00,256.71,0.250,5441.0,176.0,0.345,0.100,6.60,-9.00,38.5,-9.0,-9.00,-9,,6,,,,,
06/14/1975 23:00,256.96,0.250,5088.0,159.0,0.327,0.105,6.25,-9.00,38.5,-9.0,-9.00,-9,,6,,,,,
06/15/1975 05:00,257.21,0.250,4812.0,170.0,0.368,0.102,6.10,-9.00,37.5,-9.0,-9.00,-9,,6,,,,,
06/15/1975 11:00,257.46,0.250,4983.0,180.0,0.372,0.108,5.95,-9.00,36.5,-9.0,-9.00,-9,,6,,,,,
06/15/1975 17:00,257.71,0.250,6523.0,180.0,0.359,0.111,6.00,-9.00,36.5,-9.0,-9.00,-9,,6,,,,,
06/15/1975 23:00,257.96,0.250,10895.0,210.0,0.381,0.108,6.30,-9.00,36.5,-9.0,-9.00,-9,,6,,,,,
06/16/1975 05:00,258.21,0.260,21068.0,266.0,0.453,0.126,6.75,-9.00,40.5,-9.0,-9.00,-9,,6,,,,,
06/16/1975 11:30,258.48,0.635,23035.0,844.0,1.450,0.135,9.53,-9.00,35.0,-9.0,-9.00,-9,,6,,,,,
06/17/1975 11:30,259.48,1.000,20596.0,1099.0,1.280,0.115,8.43,-9.00,24.1,-9.0,-9.00,-9,,6,,,,,
06/18/1975 11:30,260.48,1.000,14441.0,788.0,0.895,0.110,8.98,-9.00,23.5,-9.0,-9.00,-9,,6,,,,,
06/19/1975 11:30,261.48,1.000,6523.0,381.0,0.590,0.100,9.37,-9.00,25.8,-9.0,-9.00,-9,,6,,,,,
06/20/1975 11:30,262.48,1.000,5805.0,278.0,0.510,0.095,9.32,-9.00,27.0,-9.0,-9.00,-9,,6,,,,,
06/21/1975 11:30,263.48,1.000,4184.0,321.0,0.372,0.100,8.98,-9.00,28.1,-9.0,-9.00,-9,,6,,,,,
06/22/1975 11:30,264.48,0.875,3385.0,229.0,0.510,0.095,9.32,-9.00,28.9,-9.0,-9.00,-9,,6,,,,,
06/23/1975 05:30,265.23,0.974,3319.0,140.0,0.284,0.090,8.84,-9.00,30.5,-9.0,-9.00,-9,,6,,,,,
06/24/1975 10:15,266.43,1.099,2633.0,159.0,0.362,0.118,8.57,-9.00,20.4,-9.0,-9.00,-9,,6,,,,,
06/25/1975 10:15,267.43,1.000,5298.0,192.0,0.357,0.143,8.37,-9.00,20.5,-9.0,-9.00,-9,,6,,,,,
06/26/1975 10:15,268.43,1.000,7074.0,190.0,0.348,0.137,7.95,-9.00,20.6,-9.0,-9.00,-9,,6,,,,,
06/27/1975 10:15,269.43,1.000,8934.0,218.0,0.390,0.142,6.46,-9.00,20.9,-9.0,-9.00,-9,,6,,,,,
06/28/1975 10:15,270.43,1.000,7521.0,338.0,0.505,0.155,5.55,-9.00,20.2,-9.0,-9.00,-9,,6,,,,,
06/29/1975 10:15,271.43,1.000,5018.0,309.0,0.470,0.155,5.31,-9.00,20.7,-9.0,-9.00,-9,,6,,,,,
06/30/1975 10:15,272.43,0.875,3352.0,319.0,0.470,0.115,4.78,-9.00,20.1,-9.0,-9.00,-9,,6,,,,,
07/01/1975 04:15,273.18,0.563,2546.0,243.0,0.461,0.120,4.73,-9.00,20.2,-9.0,-9.00,-9,,7,,,,,
07/01/1975 13:15,273.55,0.688,2267.0,247.0,0.372,0.138,5.00,-9.00,32.0,-9.0,-9.00,-9,,7,,,,,
07/02/1975 13:15,274.55,1.000,1733.0,202.0,0.352,0.145,4.88,-9.00,31.0,-9.0,-9.00,-9,,7,,,,,
07/03/1975 13:15,275.55,1.000,1150.0,146.0,0.312,0.148,4.90,-9.00,31.0,-9.0,-9.00,-9,,7,,,,,
07/04/1975 13:15,276.55,1.000,2160.0,159.0,0.328,0.152,5.01,-9.00,30.5,-9.0,-9.00,-9,,7,,,,,
07/05/1975 13:15,277.55,1.000,4153.0,194.0,0.348,0.150,5.21,-9.00,37.0,-9.0,-9.00,-9,,7,,,,,
07/06/1975 13:15,278.55,1.000,3156.0,162.0,0.316,0.140,5.03,-9.00,33.0,-9.0,-9.00,-9,,7,,,,,
07/07/1975 13:15,279.55,0.875,3029.0,153.0,0.328,0.140,4.53,-9.00,34.0,-9.0,-9.00,-9,,7,,,,,
07/08/1975 07:15,280.30,0.516,2813.0,230.0,0.280,-9.000,4.92,-9.00,12.0,-9.0,-9.00,-9,,7,,,,,
07/08/1975 14:00,280.58,0.641,2633.0,274.0,0.505,-9.000,-9.00,-9.00,30.0,-9.0,-9.00,-9,,7,,,,,
07/09/1975 14:00,281.58,1.000,1878.0,289.0,0.520,-9.000,-9.00,-9.00,27.0,-9.0,-9.00,-9,,7,,,,,
07/10/1975 14:00,282.58,1.000,1733.0,231.0,0.364,-9.000,-9.00,-9.00,30.0,-9.0,-9.00,-9,,7,,,,,
07/11/1975 14:00,283.58,1.000,1230.0,243.0,0.376,-9.000,-9.00,-9.00,28.0,-9.0,-9.00,-9,,7,,,,,
07/12/1975 14:00,284.58,1.000,881.0,243.0,0.372,-9.000,-9.00,-9.00,31.0,-9.0,-9.00,-9,,7,,,,,
07/13/1975 14:00,285.58,1.000,1108.0,213.0,0.348,-9.000,-9.00,-9.00,32.0,-9.0,-9.00,-9,,7,,,,,
07/14/1975 14:00,286.58,0.875,1044.0,217.0,0.348,-9.000,-9.00,-9.00,33.0,-9.0,-9.00,-9,,7,,,,,
07/15/1975 08:00,287.33,0.521,586.0,183.0,0.328,-9.000,-9.00,-9.00,-9.0,-9.0,-9.00,-9,,7,,,,,
07/15/1975 15:00,287.63,0.396,734.0,178.0,0.308,0.110,4.11,-9.00,38.3,-9.0,-9.00,-9,,7,,,,,
07/16/1975 03:00,288.13,0.500,717.0,131.0,0.272,0.075,4.08,-9.00,43.0,-9.0,-9.00,-9,,7,,,,,
07/16/1975 15:00,288.63,0.500,717.0,151.0,0.280,0.100,4.28,-9.00,44.0,-9.0,-9.00,-9,,7,,,,,
07/17/1975 03:00,289.13,0.500,668.0,127.0,0.268,0.100,4.25,-9.00,43.5,-9.0,-9.00,-9,,7,,,,,
07/17/1975 15:00,289.63,0.500,619.0,124.0,0.300,0.110,3.85,-9.00,43.0,-9.0,-9.00,-9,,7,,,,,
07/18/1975 03:00,290.13,0.500,572.0,104.0,0.252,0.087,3.46,-9.00,46.0,-9.0,-9.00,-9,,7,,,,,
07/18/1975 15:00,290.63,0.500,806.0,162.0,0.308,0.085,3.25,-9.00,44.0,-9.0,-9.00,-9,,7,,,,,
07/19/1975 03:00,291.13,0.500,980.0,162.0,0.288,0.075,2.85,-9.00,42.8,-9.0,-9.00,-9,,7,,,,,
07/19/1975 15:00,291.63,0.500,5990.0,425.0,0.645,0.070,2.30,-9.00,37.6,-9.0,-9.00,-9,,7,,,,,
07/20/1975 03:00,292.13,0.500,5406.0,259.0,0.372,0.065,2.50,-9.00,37.9,-9.0,-9.00,-9,,7,,,,,
07/20/1975 15:00,292.63,0.500,6995.0,253.0,0.360,0.100,2.68,-9.00,42.0,-9.0,-9.00,-9,,7,,,,,
07/21/1975 03:00,293.13,0.500,5088.0,239.0,0.360,0.110,2.82,-9.00,47.0,-9.0,-9.00,-9,,7,,,,,
07/21/1975 15:00,293.63,0.500,4216.0,239.0,0.372,0.045,2.57,-9.00,52.0,-9.0,-9.00,-9,,7,,,,,
07/22/1975 03:00,294.13,0.375,3319.0,232.0,0.380,0.040,2.51,-9.00,48.0,-9.0,-9.00,-9,,7,,,,,
07/22/1975 09:00,294.38,0.245,2813.0,308.0,0.530,0.040,2.27,-9.00,-9.0,-9.0,-9.00,-9,,7,,,,,
07/22/1975 14:45,294.61,0.620,2348.0,216.0,0.510,0.107,0.76,-9.00,30.0,-9.0,-9.00,-9,,7,,,,,
07/23/1975 14:45,295.61,1.000,1291.0,228.0,0.340,0.071,2.68,-9.00,30.0,-9.0,-9.00,-9,,7,,,,,
07/24/1975 14:45,296.61,1.000,1108.0,277.0,0.515,0.065,2.84,-9.00,32.0,-9.0,-9.00,-9,,7,,,,,
07/25/1975 14:45,297.61,1.000,844.0,212.0,0.340,0.075,2.64,-9.00,35.0,-9.0,-9.00,-9,,7,,,,,
07/26/1975 14:45,298.61,1.000,734.0,208.0,0.360,0.035,2.52,-9.00,38.0,-9.0,-9.00,-9,,7,,,,,
07/27/1975 14:45,299.61,1.000,586.0,193.0,0.392,0.075,2.24,-9.00,42.0,-9.0,-9.00,-9,,7,,,,,
07/28/1975 14:45,300.61,0.875,487.0,183.0,0.328,0.055,2.02,-9.00,43.0,-9.0,-9.00,-9,,7,,,,,
07/29/1975 08:45,301.36,0.500,409.0,136.0,0.240,0.010,1.90,-9.00,-9.0,-9.0,-9.00,-9,,7,,,,,
07/29/1975 14:45,301.61,0.625,385.0,139.0,0.276,0.127,2.18,-9.00,26.5,-9.0,-9.00,-9,,7,,,,,
07/30/1975 14:45,302.61,1.000,305.0,113.0,0.256,0.124,1.86,-9.00,28.0,-9.0,-9.00,-9,,7,,,,,
07/31/1975 14:45,303.61,1.000,274.0,83.6,0.224,0.105,1.77,-9.00,29.0,-9.0,-9.00,-9,,7,,,,,
08/01/1975 14:45,304.61,1.000,274.0,66.7,0.204,0.091,1.62,-9.00,32.0,-9.0,-9.00,-9,,8,,,,,
08/02/1975 14:45,305.61,1.000,233.0,83.8,0.184,0.080,1.52,-9.00,32.0,-9.0,-9.00,-9,,8,,,,,
08/03/1975 14:45,306.61,1.000,397.0,68.8,0.224,0.084,1.48,-9.00,34.0,-9.0,-9.00,-9,,8,,,,,
08/04/1975 14:45,307.61,0.875,2106.0,99.1,0.250,0.060,1.56,-9.00,34.5,-9.0,-9.00,-9,,8,,,,,
08/05/1975 08:45,308.36,0.505,1373.0,97.1,0.228,0.115,1.73,-9.00,-9.0,-9.0,-9.00,-9,,8,,,,,
08/05/1975 15:00,308.63,0.630,1311.0,81.7,0.304,0.137,2.48,-9.00,45.0,-9.0,-9.00,-9,,8,,,,,
08/06/1975 15:00,309.63,1.000,1780.0,119.0,0.291,0.106,1.80,-9.00,52.0,-9.0,-9.00,-9,,8,,,,,
08/07/1975 15:00,310.63,1.000,1460.0,137.0,0.302,0.083,1.53,-9.00,50.0,-9.0,-9.00,-9,,8,,,,,
08/08/1975 15:00,311.63,1.000,1023.0,141.0,0.283,0.082,1.49,-9.00,52.0,-9.0,-9.00,-9,,8,,,,,
08/09/1975 15:00,312.63,1.000,717.0,118.0,0.280,0.061,1.36,-9.00,53.0,-9.0,-9.00,-9,,8,,,,,
08/10/1975 15:00,313.63,1.000,543.0,101.0,0.259,0.058,1.13,-9.00,53.0,-9.0,-9.00,-9,,8,,,,,
08/11/1975 15:00,314.63,0.875,515.0,90.5,0.306,0.054,0.86,-9.00,56.0,-9.0,-9.00,-9,,8,,,,,
08/12/1975 09:00,315.38,1.000,421.0,76.2,0.236,0.099,0.85,-9.00,58.0,-9.0,-9.00,-9,,8,,,,,
09/02/1975 10:15,336.43,1.000,3586.0,190.0,-9.000,0.132,1.94,-9.00,35.0,-9.0,-9.00,-9,,9,,,,,
09/03/1975 10:15,337.43,1.000,2320.0,193.0,-9.000,0.142,2.15,-9.00,20.0,-9.0,-9.00,-9,,9,,,,,
09/04/1975 10:15,338.43,1.000,2160.0,161.0,-9.000,0.136,2.19,-9.00,19.5,-9.0,-9.00,-9,,9,,,,,
09/05/1975 10:15,339.43,1.016,2160.0,177.0,-9.000,0.129,2.10,-9.00,16.0,-9.0,-9.00,-9,,9,,,,,
09/06/1975 11:00,340.46,0.641,5731.0,-9.0,0.360,0.167,1.95,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/06/1975 17:00,340.71,0.250,6995.0,-9.0,0.490,0.132,1.96,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/06/1975 23:00,340.96,0.250,7563.0,-9.0,0.490,0.148,2.23,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/07/1975 05:00,341.21,0.250,8279.0,-9.0,0.510,0.136,2.21,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/07/1975 11:00,341.46,0.250,8279.0,-9.0,0.450,0.160,2.18,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/07/1975 17:00,341.71,0.250,8023.0,-9.0,0.470,0.143,2.07,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/07/1975 23:00,341.96,0.250,7034.0,-9.0,0.470,0.157,2.04,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/08/1975 05:00,342.21,0.250,6484.0,-9.0,0.450,0.154,2.06,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/08/1975 11:00,342.46,0.250,5878.0,-9.0,0.510,0.156,2.03,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/08/1975 17:00,342.71,0.250,5406.0,-9.0,0.580,0.160,1.94,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/08/1975 23:00,342.96,0.250,4643.0,-9.0,0.490,0.186,1.91,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/09/1975 05:00,343.21,0.250,4184.0,-9.0,0.360,0.182,1.62,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/09/1975 11:00,343.46,0.250,3656.0,-9.0,0.360,0.178,1.88,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/09/1975 17:00,343.71,0.250,3385.0,-9.0,0.360,0.188,1.94,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/09/1975 23:00,343.96,0.250,3029.0,-9.0,0.350,0.172,1.91,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/10/1975 05:00,344.21,0.250,2693.0,-9.0,0.380,0.192,1.84,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
09/10/1975 11:00,344.46,0.250,2405.0,-9.0,0.420,0.160,1.84,-9.00,-9.0,-9.0,-9.00,-9,,9,,,,,
