Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ??mho","Future, NA",Month
6/5/2000 12:00,9379.5,0.333,3636.4,51.2,0.188,0.079,9.81,1.07,24.4,47.9,8.47,570,,6
6/5/2000 20:00,9379.83,0.333,3750.1,43.2,0.179,0.075,9.54,1.14,27.5,47.5,8.39,566,,6
6/6/2000 04:00,9380.17,0.5,5313.1,48.8,0.19,0.072,9.27,1.21,23.7,46,7.33,568,,6
6/14/2000 20:00,9388.83,0.5,8827.4,168.5,0.286,0.056,12.51,1.49,29.1,48.4,8.11,606,,6
6/15/2000 04:00,9389.17,0.333,17520,159.8,0.279,0.065,10.3,1.46,30.1,50.2,7.79,604,,6
6/15/2000 12:00,9389.5,0.333,24198,369.1,0.55,0.08,12.23,1.93,27,49,7.95,587,,6
6/15/2000 20:00,9389.83,0.333,25850,550.9,0.761,0.075,12.01,3.14,20.7,35.7,8.21,492,,6
6/16/2000 04:00,9390.17,0.333,27188,559.1,0.769,0.07,11.69,2.82,18.4,32.7,8.49,460,,6
6/16/2000 12:00,9390.5,0.333,27116,627,0.829,0.07,10.57,3.23,14.6,27,8.14,426,,6
6/16/2000 20:00,9390.83,0.333,25850,504.9,0.753,0.082,10.46,2.39,14.6,26.8,8.45,424,,6
6/17/2000 04:00,9391.17,0.333,24948,423.4,0.651,0.088,10.56,2.73,15.6,28.4,8.67,431,,6
6/17/2000 12:00,9391.5,0.333,23594,390.4,0.609,0.089,10.42,2.41,15.6,28.2,8.95,432,,6
6/17/2000 20:00,9391.83,0.333,21244,319.6,0.56,0.08,9.58,2.23,15.1,27.5,8.46,423,,6
6/18/2000 04:00,9392.17,0.333,19254,293.4,0.506,0.087,9.27,1.95,14.5,26,8.43,419,,6
6/18/2000 12:00,9392.5,0.333,18341,226.3,0.445,0.097,9.65,1.79,15.8,27.3,8.41,431,,6
6/18/2000 20:00,9392.83,0.333,19498,214,0.404,0.097,10.53,1.82,17.1,30.5,8.67,463,,6
6/19/2000 04:00,9393.17,0.333,20240,231.4,0.444,0.096,11.46,1.87,17.1,30.1,8.96,473,,6
6/19/2000 12:00,9393.5,0.667,20736,216.7,0.435,0.094,11.68,1.93,16.6,30.3,9.64,480,,6
6/20/2000 12:00,9394.5,1,18105,215.9,0.44,0.098,10.54,1.61,18.1,34,9.64,487,,6
6/21/2000 12:00,9395.5,1,19620,238.7,0.441,0.091,10.98,1.78,21,35.4,9.25,509,,6
6/22/2000 12:00,9396.5,0.667,20488,290.5,0.523,0.085,11.24,2.12,16.9,30.6,9.34,465,,6
6/22/2000 20:00,9396.83,0.333,18400,278.5,0.505,0.095,10.13,1.91,15.6,29.1,9.02,455,,6
6/23/2000 04:00,9397.17,0.333,16708,272.5,0.486,0.096,9.57,1.87,15.4,29.4,9.11,454,,6
6/23/2000 12:00,9397.5,0.333,15255,241.6,0.489,0.094,8.75,2.1,16.4,29.2,9.31,452,,6
6/23/2000 20:00,9397.83,0.5,14132,222.7,0.435,0.082,8.88,1.7,16.6,30.6,9.4,461,,6
6/24/2000 12:00,9398.5,0.667,11170,142.9,0.352,0.095,8.81,1.53,18.2,33.7,9.3,487,,6
6/25/2000 04:00,9399.17,0.5,7317,216,0.425,0.095,8.4,1.38,19.6,34.4,9.21,489,,6
6/25/2000 12:00,9399.5,0.333,11218,152.8,0.311,0.091,9.17,1.79,19.1,34.8,9.05,502,,6
6/25/2000 20:00,9399.83,0.333,18949,177.3,0.359,0.076,9.95,1.7,18.7,34.1,9.55,514,,6
6/26/2000 04:00,9400.17,0.333,23460,279.3,0.5,0.079,9.42,2.17,17.2,31.4,9.24,496,,6
6/26/2000 12:00,9400.5,0.333,26972,407.9,0.65,0.06,8.44,2.23,16.5,31.8,9.28,474,,6
6/26/2000 20:00,9400.83,0.333,27692,392.8,0.64,0.095,7.93,2.29,17.6,32.3,9.14,463,,6
6/27/2000 04:00,9401.17,0.333,26340,336,0.589,0.09,6.83,1.97,14.8,28.5,8.31,421,,6
6/27/2000 12:00,9401.5,0.667,22866,283.5,0.531,0.107,6.62,1.78,14.1,27.4,8.27,403,,6
6/28/2000 12:00,9402.5,1,15200,176.1,0.441,0.137,6.71,1.66,14.5,27.1,8.43,412,,6
6/29/2000 12:00,9403.5,1,10792,102.2,0.329,0.098,6.86,1.55,15.8,29.1,8.55,437,,6
6/30/2000 12:00,9404.5,1,5517.7,73.4,0.277,0.106,6.41,1.28,16.8,30.3,8.49,449,,6
7/1/2000 12:00,9405.5,1,6855,60.9,0.247,0.087,5.93,1.16,18.1,31.5,8.6,465,,7
7/2/2000 12:00,9406.5,0.833,6043.2,56.7,0.225,0.079,5.78,0.98,18.3,33.7,8.64,476,,7
7/3/2000 04:00,9407.17,0.5,5347.2,51.7,0.218,0.081,5.62,1.06,18.7,35.1,8.49,482,,7
7/3/2000 12:00,9407.5,0.667,5279,60.5,0.223,0.092,5.47,0.96,22.2,34.7,8.53,485,,7
7/4/2000 12:00,9408.5,1,5381.3,60.8,0.219,0.087,5.46,1.16,24,38,8.49,516,,7
7/5/2000 12:00,9409.5,1,12331,88.4,0.251,0.081,5.05,1.23,23.7,36.7,8.67,518,,7
7/6/2000 12:00,9410.5,1,9345.5,69,0.214,0.074,6.09,1.09,34.8,57.6,7.98,615,,7
7/7/2000 12:00,9411.5,1,6517.5,80,0.273,0.089,5.47,1.2,27.9,40.6,8.16,508,,7
7/8/2000 12:00,9412.5,1.333,5179.4,68.5,0.269,0.108,5.45,1.28,27.2,38,8.56,492,,7
7/10/2000 04:00,9414.17,1,3495.4,60,0.263,0.11,5.59,1.08,26.9,37.2,8.47,506,,7
7/10/2000 12:00,9414.5,0.667,3106.2,66.8,0.268,0.109,6.04,0.96,25.7,38.9,9.51,509,,7
7/11/2000 12:00,9415.5,1,2320.4,74.5,0.27,0.11,6,1.16,25.4,39.6,9.53,523,,7
7/12/2000 12:00,9416.5,1,1842.2,66.5,0.254,0.109,5.62,1.08,25.9,40.4,9,534,,7
7/13/2000 12:00,9417.5,1,1682,59.3,0.221,0.094,5.2,1.07,26,41,9.26,541,,7
7/14/2000 12:00,9418.5,1,1207.4,51.7,0.203,0.082,5.01,1.03,26.3,41.1,8.77,537,,7
7/15/2000 12:00,9419.5,1,1245.8,51.6,0.193,0.063,4.7,1.16,27.4,42.5,8.67,537,,7
7/16/2000 12:00,9420.5,0.833,1169,48.8,0.183,0.05,4.35,1.18,27,42.6,8.33,533,,7
7/17/2000 04:00,9421.17,0.5,1045.8,31.9,0.159,0.033,4.03,1.04,27.4,43.5,7.65,530,,7
7/17/2000 12:00,9421.5,0.667,1045.8,37.1,0.161,0.028,3.69,1.02,25.1,44,7.33,546,,7
7/18/2000 12:00,9422.5,1,848.4,55.2,0.167,0.031,3.63,0.96,26.1,46.1,6.97,552,,7
7/19/2000 12:00,9423.5,1,976.9,48.4,0.162,0.032,3.62,1.21,26.7,46.1,6.87,554,,7
7/20/2000 12:00,9424.5,1,1133.8,39.5,0.151,0.038,3.57,1.06,27,47,7.43,567,,7
7/21/2000 12:00,9425.5,1,832.3,41.5,0.15,0.037,3.37,1.35,28.4,48.4,7.45,574,,7
7/22/2000 12:00,9426.5,1,652.8,41,0.129,0.013,2.78,1.33,28,46.7,6.2,522,,7
7/23/2000 12:00,9427.5,0.833,635.7,52.2,0.137,0.01,2.42,1.47,28.3,47.3,4.75,512,,7
7/24/2000 04:00,9428.17,0.5,730.6,42.5,0.115,0.008,1.96,1.5,29,47.5,3.04,478,,7
7/24/2000 12:00,9428.5,0.667,730.6,57.2,0.139,0.024,1.9,1.64,32.1,50.5,1.3,475,,7
7/25/2000 12:00,9429.5,1,716.1,42,0.122,0.021,1.57,1.57,32.7,51.6,1.58,467,,7
7/26/2000 12:00,9430.5,1,687,48.3,0.137,0.021,1.41,1.62,32.8,52.1,1.29,471,,7
7/27/2000 12:00,9431.5,1,652.8,48,0.136,0.022,1.19,1.78,33,52.9,1.07,476,,7
7/28/2000 12:00,9432.5,1,533.1,41.4,0.139,0.02,0.96,1.87,33.4,53.9,0.24,478,,7
7/29/2000 12:00,9433.5,1,618.6,73.3,0.173,0.019,0.75,1.97,31,49.4,1.14,457,,7
7/30/2000 12:00,9434.5,0.833,1341.8,42.1,0.163,0.019,0.63,1.53,32.2,53,1.14,489,,7
7/31/2000 04:00,9435.17,0.667,2512.2,42.5,0.213,0.018,1.14,1.42,38.4,72.3,2.74,576,,7
7/31/2000 20:00,9435.83,0.667,2320.4,50,0.21,0.018,1.22,1.81,34.9,49.3,3.86,499,,7
8/1/2000 12:00,9436.5,0.833,1704.4,40.7,0.186,-0.002,0.77,1.81,37.4,52.8,3.04,514,,8
8/2/2000 12:00,9437.5,1,2375.2,45.8,0.198,-0.004,0.69,1.85,40.9,57.8,2.82,537,,8
8/3/2000 12:00,9438.5,1,1962.7,34,0.19,0.012,0.85,1.59,41.3,56.3,3,546,,8
8/4/2000 12:00,9439.5,1,3249.3,31,0.177,0.012,0.82,1.42,43.7,62.9,3.07,588,,8
8/5/2000 12:00,9440.5,1,1749.2,32.1,0.208,0.006,0.92,1.65,43.8,59.5,1.61,592,,8
8/6/2000 12:00,9441.5,0.833,1866.3,45.5,0.174,-0.004,0.63,1.65,51.4,71.8,1.42,614,,8
8/7/2000 04:00,9442.17,0.5,2625.4,60,0.211,-0.006,0.9,1.46,48,67.8,2.28,590,,8
8/7/2000 12:00,9442.5,0.667,3837.4,55.8,0.233,0.004,1.17,1.19,44.2,68.9,0.68,624,,8
8/8/2000 12:00,9443.5,1,4345.2,50.1,0.186,0.048,1.15,1.38,47.8,79.4,3.98,679,,8
8/9/2000 12:00,9444.5,1,4501.2,48.9,0.189,0.055,1.27,1.33,47.2,72.2,4.33,636,,8
8/10/2000 12:00,9445.5,1,3580,47.8,0.211,0.056,1.22,1.46,35.5,50.4,4.15,543,,8
8/11/2000 12:00,9446.5,1,2241.4,52,0.217,0.05,1.29,1.48,42.2,61.2,4.46,607,,8
8/12/2000 12:00,9447.5,1,1303.4,55.3,0.222,0.041,1.24,1.52,39,55.9,5.37,570,,8
8/13/2000 12:00,9448.5,0.833,1361,47,0.21,0.033,1.17,1.51,36.8,53.3,5.73,551,,8
8/14/2000 04:00,9449.17,0.5,896.6,44.9,0.198,0.032,1.1,1.47,37.4,54.3,5.37,553,,8
8/14/2000 12:00,9449.5,0.667,896.6,55.6,0.223,0.031,1.18,1.71,40.8,56.6,6.42,565,,8
8/15/2000 12:00,9450.5,1,803.2,41.5,0.186,0.029,0.93,1.7,43.3,59.7,5.29,578,,8
8/16/2000 12:00,9451.5,1,669.9,33.8,0.168,0.001,0.52,1.9,45.5,63.4,2.87,568,,8
8/17/2000 12:00,9452.5,1,489,38,0.193,0.001,0.46,1.73,45.8,64.9,3.58,562,,8
8/18/2000 12:00,9453.5,1,550.2,28.8,0.174,0.009,0.42,1.82,45.6,63.7,3.85,557,,8
8/19/2000 12:00,9454.5,1,421.4,33.6,0.181,0.002,0.29,1.91,44.4,62.9,3.65,562,,8
8/20/2000 12:00,9455.5,0.833,421.4,32.8,0.138,0.001,0.25,1.51,44.2,62,3.68,552,,8
8/21/2000 04:00,9456.17,0.5,635.7,37.6,0.152,0.001,0,1.57,43.5,61.3,3.1,548,,8
8/21/2000 12:00,9456.5,0.667,669.9,32.3,0.142,0.009,0,1.61,37,73.6,2.61,522,,8
8/22/2000 12:00,9457.5,1,567.3,36.8,0.177,0.007,0,1.82,40.1,72.2,2.4,518,,8
8/23/2000 12:00,9458.5,1,759.7,34.7,0.164,0.006,0,1.86,37.4,71.8,1.93,522,,8
8/24/2000 12:00,9459.5,1,448.5,42.3,0.175,0.006,0,1.84,37.4,71.8,2.11,534,,8
8/25/2000 12:00,9460.5,1,803.2,44.3,0.156,0.005,0,1.58,35.9,70.2,2.25,533,,8
8/26/2000 12:00,9461.5,1,716.1,36,0.166,0.006,0,1.73,39.1,69.7,2.9,519,,8
8/27/2000 12:00,9462.5,0.833,817.8,46.6,0.164,0.005,0,1.55,38.6,66.3,2.9,526,,8
8/28/2000 04:00,9463.17,0.5,1098.6,34.8,0.156,0.008,0,1.61,39.2,65.4,3.44,516,,8
8/28/2000 12:00,9463.5,0.667,1771.6,40.2,0.174,0.022,0,1.78,52.9,56.6,3.76,524,,8
8/29/2000 12:00,9464.5,1,2539.6,44.1,0.157,0.019,0,1.54,55.4,62.4,4.68,571,,8
8/30/2000 12:00,9465.5,1,2920.8,46.5,0.173,0.017,0,1.62,58.1,67.8,3.02,589,,8
8/31/2000 12:00,9466.5,1,1866.3,48.7,0.19,0.015,0,1.78,61.3,65.6,1.87,589,,8
9/1/2000 12:00,9467.5,1,1465.5,61.3,0.191,0.007,0,1.74,65.9,67,2.02,601,,9
9/2/2000 12:00,9468.5,1,1045.8,53.3,0.185,0.016,0,1.85,62.8,65.2,2.98,612,,9
9/3/2000 12:00,9469.5,0.833,817.8,47.8,0.168,0.019,0,1.38,61.9,66.4,3.52,609,,9
9/4/2000 04:00,9470.17,0.5,730.6,33,0.139,0.012,0.74,1.31,61.9,69,3.42,601,,9
9/4/2000 12:00,9470.5,0.667,745.1,41.1,0.163,0.028,0,1.34,56,68.6,3.86,610,,9
9/5/2000 12:00,9471.5,1,652.8,39.7,0.157,0.032,0,1.26,56.2,68.2,4.48,615,,9
9/6/2000 12:00,9472.5,1,584.4,46.9,0.152,0.025,0,1.19,56.6,72,4.5,618,,9
9/7/2000 12:00,9473.5,1,567.3,27.9,0.148,0.011,0,1.27,57.8,74.1,3.72,626,,9
9/8/2000 12:00,9474.5,1,516,35.2,0.147,0.007,0,1.33,59.5,76.2,2.79,632,,9
9/9/2000 12:00,9475.5,1,475.5,35.5,0.141,0.011,0,1.24,62.9,80.5,2.29,648,,9
9/10/2000 12:00,9476.5,0.833,601.5,39.3,0.144,0.014,0,1.22,62.5,79.8,1.92,645,,9
9/11/2000 04:00,9477.17,0.5,1507.3,35.9,0.203,0.069,0,1.23,63.3,78,1.95,647,,9
9/11/2000 12:00,9477.5,0.667,2539.6,40.5,0.158,0.041,0,1.06,63.7,81.5,1.77,664,,9
9/12/2000 12:00,9478.5,1,3580,48.8,0.17,0.049,0.39,1.11,60,84.6,2.49,680,,9
9/13/2000 12:00,9479.5,1,4438.8,62.4,0.219,0.074,1.33,1.24,42.7,52.8,5.39,572,,9
9/14/2000 12:00,9480.5,1,5046.6,62.6,0.215,0.073,1.69,1.19,38.3,49.5,6.13,544,,9
9/15/2000 12:00,9481.5,1,5655.1,58.4,0.202,0.065,1.24,1.19,44.6,59.1,5.89,572,,9
9/16/2000 12:00,9482.5,1,3357.7,60.8,0.276,0.12,2.13,1.19,31.1,40.2,7.2,575,,9
9/17/2000 12:00,9483.5,0.833,2859,59.6,0.244,0.095,2.1,1.15,44.2,54.5,7.48,588,,9
9/18/2000 04:00,9484.17,0.5,1866.3,43.7,0.22,0.09,1.94,1.08,44.5,55.7,7.06,592,,9
9/18/2000 12:00,9484.5,0.667,1866.3,45,0.412,0.09,1.82,0.94,39.1,54.5,8.74,583,,9
9/19/2000 12:00,9485.5,1,1890.4,52.6,0.22,0.088,1.64,1.04,34.4,50,8.25,555,,9
9/20/2000 12:00,9486.5,1,1402.8,55.1,0.227,0.082,1.91,1.08,29,46.5,7.58,516,,9
9/21/2000 12:00,9487.5,1,1169,43.2,0.21,0.084,2.03,1.1,25.4,41.5,7.8,487,,9
9/22/2000 12:00,9488.5,1,912.7,47.6,0.21,0.083,2.08,1.06,24.3,39.3,7.77,473,,9
9/23/2000 12:00,9489.5,1,1188.2,46,0.212,0.087,2.31,1.09,25.3,41.4,7.78,483,,9
9/24/2000 12:00,9490.5,0.833,3721,58,0.23,0.091,2.37,1.12,27,45.3,8.11,503,,9
9/25/2000 04:00,9491.17,0.5,4626,58.8,0.236,0.091,2.72,1.2,28.4,44.7,8.9,523,,9
9/25/2000 12:00,9491.5,0.667,4193.2,71.8,0.257,0.127,3.59,1.18,23.4,56.9,8.82,524,,9
9/26/2000 12:00,9492.5,1,4072.4,53.3,0.215,0.087,3.3,1.04,24.6,64.9,9.14,555,,9
9/27/2000 12:00,9493.5,1,3721,49.2,0.196,0.08,2.82,0.93,27.5,69.8,9.62,585,,9
9/28/2000 12:00,9494.5,1,2164,68.5,0.248,0.093,2.28,1.13,21,54.7,8.29,494,,9
9/29/2000 12:00,9495.5,1,1570,48.2,0.247,0.098,2.17,1.16,22.2,56.6,8.17,486,,9
9/30/2000 12:00,9496.5,1,1303.4,47.2,0.232,0.087,2.61,1.16,24.7,61.7,8.45,522,,9
10/1/2000 12:00,9497.5,0.833,1284.2,41.8,0.205,0.089,2.62,0.99,31.2,72.9,9.18,584,,10
10/2/2000 04:00,9498.17,0.5,960.9,34.3,0.186,0.072,2.45,1.14,32.4,76.8,8.51,602,,10
10/2/2000 12:00,9498.5,0.667,912.7,44.5,0.191,0.074,2.36,1.15,42.3,58.8,8.03,611,,10
10/3/2000 12:00,9499.5,1,701.5,39.9,0.165,0.063,2.16,1.12,44.5,61.4,7.7,624,,10
10/4/2000 12:00,9500.5,0.833,817.8,49.2,0.173,0.038,1.86,1.33,44.6,61.9,7.01,625,,10
10/5/2000 04:00,9501.17,2.5,1116.2,36.1,0.156,0.024,1.37,1.49,45.2,64.6,6.37,630,,10
10/9/2000 12:00,9505.5,0.5,6187.6,55.7,0.296,0.149,4.46,1.25,34.9,51,9.37,557,,10
10/10/2000 12:00,9506.5,1,4012,49,0.267,0.137,4.48,1.29,35.9,51.2,9.65,586,,10
10/11/2000 12:00,9507.5,1,2829.8,43.9,0.255,0.129,4.39,1.25,37.8,52,9.35,590,,10
10/12/2000 12:00,9508.5,1,1614.8,44.6,0.255,0.13,4.4,1.24,34.2,47.9,9.41,565,,10
10/13/2000 12:00,9509.5,1,1402.8,44.6,0.243,0.124,4.54,1.21,35.2,49.5,9.43,577,,10
10/14/2000 12:00,9510.5,1,1465.5,42.3,0.228,0.121,4.65,1.17,37.5,54.2,9.5,601,,10
10/15/2000 12:00,9511.5,0.833,1081,37.1,0.216,0.113,4.57,1.12,38.2,56,9.23,621,,10
10/16/2000 04:00,9512.17,0.5,912.7,25.8,0.211,0.121,4.56,1.25,38.8,55,9.09,618,,10
10/16/2000 12:00,9512.5,0.667,912.7,42.2,0.221,0.101,4.86,0.87,39.6,56.8,9.56,618,,10
10/17/2000 12:00,9513.5,1,896.6,32.2,0.211,0.104,4.75,1.05,39.5,56.3,9.26,621,,10
10/18/2000 12:00,9514.5,1,1169,32.8,0.215,0.107,4.8,1.06,39.5,54.9,9.29,619,,10
10/19/2000 12:00,9515.5,1,960.9,40.9,0.221,0.1,4.92,1.12,40.4,55.3,9.62,622,,10
10/20/2000 12:00,9516.5,1,730.6,53.2,0.23,0.099,4.87,1.01,39.9,54,9.33,611,,10
10/21/2000 12:00,9517.5,1,701.5,34.6,0.199,0.083,4.89,1.14,40.3,53.9,8.71,613,,10
10/22/2000 12:00,9518.5,0.833,730.6,36.2,0.194,0.077,4.68,1.21,39.9,53.8,9.05,612,,10
10/23/2000 04:00,9519.17,0.5,716.1,26.6,0.182,0.064,4.56,1.28,39.9,55.4,8.64,616,,10
10/23/2000 12:00,9519.5,0.667,817.8,31.6,0.168,0.07,4.28,1.21,39.2,54.9,8.26,618,,10
10/24/2000 12:00,9520.5,1,976.9,27.2,0.154,0.059,4.11,1.17,38.5,54.4,7.94,628,,10
10/25/2000 12:00,9521.5,1,944.8,27.9,0.156,0.056,4.09,1.2,39.8,55.8,8.19,634,,10
10/26/2000 12:00,9522.5,1.5,848.4,22.6,0.151,0.047,3.78,1.28,40.8,57,8.47,642,,10
10/28/2000 12:00,9524.5,1.5,759.7,26.9,0.144,0.022,3.34,1.31,43.4,59.8,7.93,657,,10
10/29/2000 12:00,9525.5,0.833,618.6,17.5,0.12,0.011,3.07,1.35,42.7,58.5,7.33,654,,10
10/30/2000 04:00,9526.17,0.5,788.7,15.9,0.112,0.003,3,1.42,44.2,61.1,6.64,664,,10
10/30/2000 12:00,9526.5,0.667,687,15,0.112,0.012,3.05,1.51,44.6,63.4,7.27,664,,10
10/31/2000 12:00,9527.5,1,669.9,17.3,0.099,0.007,3,1.41,45.7,64.9,6.54,767,,10
11/1/2000 12:00,9528.5,1,668,20.8,0.092,0.006,2.89,1.37,46.9,67.5,5.78,669,,11
11/2/2000 12:00,9529.5,1,1028.2,20.5,0.104,0.006,2.71,1.48,48.6,68.4,6.31,686,,11
11/3/2000 12:00,9530.5,1,1245.8,23.1,0.112,0.004,2.57,1.63,49.2,69.9,5.87,694,,11
11/4/2000 12:00,9531.5,1,817.8,22.7,0.103,0.004,2.48,1.5,51.3,73.1,6.48,723,,11
11/5/2000 12:00,9532.5,0.833,567.3,19.7,0.096,0.003,2.19,1.56,52.8,72.7,5.65,695,,11
11/6/2000 04:00,9533.17,0.5,567.3,35.7,0.097,0.006,2.01,1.59,52.7,73,5.74,697,,11
11/6/2000 12:00,9533.5,0.667,533.1,18.2,0.091,0.003,2.06,1.41,53.5,75.8,5.3,713,,11
11/7/2000 12:00,9534.5,1,730.6,20.9,0.101,0.003,1.84,1.49,56.3,76.3,5.04,695,,11
11/8/2000 12:00,9535.5,1,701.5,24.5,0.105,0.001,1.66,1.45,56.9,77.8,4.47,691,,11
11/9/2000 12:00,9536.5,1,928.7,20.5,0.099,0.001,1.65,1.43,57,79.2,4.66,698,,11
11/10/2000 12:00,9537.5,1,1341.8,22,0.096,0.001,1.69,1.28,57.6,80.7,5.37,711,,11
11/11/2000 12:00,9538.5,1,960.9,16.1,0.103,0,1.95,1.22,56.2,77.7,5.39,714,,11
11/12/2000 12:00,9539.5,0.833,1528.2,18.3,0.089,0.001,1.81,1.19,62.1,97.7,4.49,797,,11
11/13/2000 04:00,9540.17,0.5,2654.6,15.4,0.087,0,2.11,1.25,60.6,81.9,4.84,770,,11
11/13/2000 12:00,9540.5,0.667,3303.5,18.4,0.743,0.005,1.87,1.33,57.1,82.6,4.74,758,,11
11/14/2000 12:00,9541.5,1,2713,20.4,0.113,0.008,-9,1.31,-9,-9,4.99,791,,11
11/15/2000 12:00,9542.5,1,2241.4,18.5,0.112,0.012,1.59,1.42,60.4,98.6,5.54,813,,11
11/16/2000 12:00,9543.5,1,2320.4,20.5,0.102,0.009,1.91,1.3,59.5,88.5,5.28,837,,11
11/17/2000 12:00,9544.5,1,2267.2,16.8,0.113,0.016,2.03,1.12,59.2,89.3,5.9,845,,11
11/18/2000 12:00,9545.5,1,1794,17.7,0.11,0.026,2.02,1.07,60.6,90.7,6.38,825,,11
11/19/2000 12:00,9546.5,0.833,1381.9,10.1,0.111,0.048,2.11,0.91,56.7,88,6.48,819,,11
11/20/2000 04:00,9547.17,0.5,1637.2,9,0.106,0.056,-9,0.86,-9,-9,6.57,801,,11
11/20/2000 12:00,9547.5,0.667,1704.4,15.9,-9,0.027,2.39,-9,59.7,88.1,6.53,803,,11
11/21/2000 12:00,9548.5,1,1423.7,10.1,-9,0.049,2.44,-9,57.5,82.8,6.78,783,,11
11/22/2000 12:00,9549.5,1,993,8.6,-9,0.065,3.01,-9,55.3,81.1,6.95,772,,11
11/23/2000 12:00,9550.5,1,832.3,6.2,-9,0.061,2.76,-9,57.3,82.1,6.79,783,,11
11/24/2000 12:00,9551.5,1,864.4,5.9,-9,0.069,3.12,-9,58.9,84,6.68,780,,11
11/25/2000 12:00,9552.5,1,832.3,5.3,-9,0.065,3.08,-9,58.8,85.6,6.34,784,,11
11/26/2000 12:00,9553.5,0.833,880.5,7.7,-9,0.063,3.11,-9,56.1,87.3,6.17,789,,11
11/27/2000 04:00,9554.17,0.5,944.8,8.1,-9,0.07,3.37,-9,56.4,90.3,6.04,795,,11
11/27/2000 12:00,9554.5,0.667,864.4,8.6,0.121,0.065,3.05,0.94,56.5,88.6,6.34,785,,11
11/28/2000 12:00,9555.5,1,848.4,10.8,0.129,0.07,3.28,0.94,55.5,86.4,6.25,786,,11
11/29/2000 12:00,9556.5,1,1028.2,5.6,0.132,0.085,3.39,0.89,52.5,79.4,6.5,764,,11
11/30/2000 12:00,9557.5,1,1116.2,6.2,0.13,0.082,3.44,0.8,51,81.7,7.09,766,,11
12/1/2000 12:00,9558.5,1,993,6.5,0.131,0.083,3.3,0.89,54.7,80.2,6.93,761,,12
12/2/2000 12:00,9559.5,1,1045.8,7.8,0.123,0.073,3.22,0.83,56.2,82.5,6.54,769,,12
12/3/2000 12:00,9560.5,0.833,1045.8,6,0.112,0.067,3.17,0.85,59.3,88.8,6.31,796,,12
12/4/2000 04:00,9561.17,0.5,993,5.7,0.111,0.064,3.16,0.85,59.5,88.4,6.28,802,,12
12/4/2000 12:00,9561.5,0.667,1010.6,6.2,0.105,0.042,3.39,0.94,57.5,89.3,6.21,809,,12
12/5/2000 12:00,9562.5,1,1245.8,8.4,0.106,0.043,3.27,0.9,56.7,86.1,5.93,806,,12
12/6/2000 12:00,9563.5,1,618.6,8.5,0.106,0.049,3.41,1.06,56.8,87.7,6.28,820,,12
12/7/2000 12:00,9564.5,1,759.7,6.2,0.107,0.043,3.16,1.07,54.6,83.5,6.16,819,,12
12/8/2000 12:00,9565.5,1,832.3,6.4,0.102,0.045,3.32,1,56.1,84.4,6.13,822,,12
12/9/2000 12:00,9566.5,1,1081,6,0.097,0.042,3.36,0.89,56.6,86.5,6.09,833,,12
12/10/2000 12:00,9567.5,0.833,864.4,5.5,0.099,0.041,3.34,0.9,56.8,85.3,6.09,833,,12
12/11/2000 04:00,9568.17,0.5,1109.3,2.7,0.095,0.041,3.45,0.9,57.4,91,6.04,848,,12
12/11/2000 12:00,9568.5,0.667,1230,9.4,0.098,0.05,3.26,0.92,60.8,93.3,6.31,851,,12
12/12/2000 12:00,9569.5,1,4345.2,149.7,0.245,0.064,6.98,1.29,43.3,63.9,8.25,717,,12
12/13/2000 12:00,9570.5,1,5900.8,74,0.182,0.062,8.58,1.3,40.4,62.8,8.82,726,,12
12/14/2000 12:00,9571.5,1,7045,39,0.127,0.05,6.33,1.09,47.6,70.2,8,770,,12
12/15/2000 12:00,9572.5,1,6855,21.1,0.108,0.053,4.47,0.74,63,92.2,6.97,849,,12
12/16/2000 12:00,9573.5,1,4980.2,34.9,0.148,0.067,6.42,1.04,57,83.7,7.36,777,,12
12/17/2000 12:00,9574.5,1.667,11988,113.7,0.263,0.08,7.9,-9,39.8,49.4,8.01,629,,12
12/19/2000 20:00,9576.83,1.5,12667,116.7,0.3,0.086,8.41,1.31,49.8,49.8,7.22,608,,12
12/20/2000 12:00,9577.5,0.667,10000,61.1,0.236,0.093,8.13,1.27,58.3,50.5,7.03,643,,12
12/21/2000 04:00,9578.17,1,8533.3,40.5,0.208,0.095,7.91,1.12,53.8,49.7,6.4,629,,12
12/22/2000 12:00,9579.5,1,5200,33.2,0.21,0.102,7.94,1.18,45.6,47.2,7.36,597,,12
12/23/2000 04:00,9580.17,1,4266.7,33.4,0.213,0.107,7.95,1.11,44.9,48.3,7.42,600,,12
12/24/2000 12:00,9581.5,1,3000,15.8,0.191,0.105,8.03,1.15,44.1,50.2,7.63,618,,12
12/25/2000 04:00,9582.17,1,2666.7,13,0.182,0.1,7.99,1.1,44.7,51.9,7.64,631,,12
12/26/2000 12:00,9583.5,1,2100,11.8,0.177,0.103,8.34,0.81,45.6,54.8,7.94,651,,12
12/27/2000 04:00,9584.17,1,1966.7,12.9,0.177,0.103,8.19,1,45.8,54.7,7.7,647,,12
