River,Year,NOS,FIELD_SET,Discharge,SS,TP,DRP,NIT,TKN,CHL,TN,PTN,TPP,PP
Sandusky,1979,468,Unit area loads,33.56790123,870.3703704,1.663580247,0.280864198,16.85185185,5.555555556,89.81481481,22.40740741,,,1.382716049
Sandusky,1980,618,Unit area loads,37.99567901,1296.296296,2.160493827,0.342592593,21.63580247,5.216049383,108.9506173,26.85185185,,,1.817901235
Sandusky,1981,487,Unit area loads,37.4595679,1783.950617,2.435185185,0.296296296,22.03703704,no data,80.55555556,,,,2.138888889
Sandusky,1982,469,Unit area loads,42.90864198,1166.666667,1.848765432,0.271604938,15.58641975,7.62345679,95.37037037,23.20987654,,,1.577160494
Sandusky,1983,446,Unit area loads,20.04947531,265.4320988,0.580246914,0.101851852,11.11111111,2.685185185,59.56790123,13.7962963,,,0.478395062
Sandusky,1984,442,Unit area loads,59.89104938,879.6296296,2.351851852,0.481481481,22.12962963,9.598765432,115.7407407,31.72839506,,,1.87037037
Sandusky,1985,464,Unit area loads,23.75854938,472.2222222,0.913580247,0.067901235,14.41358025,3.796296296,68.51851852,18.20987654,,,0.845679012
Sandusky,1986,415,Unit area loads,39.79876543,824.0740741,1.666666667,0.12037037,19.07407407,7.438271605,110.4938272,26.51234568,,,1.546296296
Sandusky,1987,364,Unit area loads,30.21780864,472.2222222,0.953703704,0.154320988,13.05555556,5.24691358,82.09876543,18.30246914,,,0.799382716
Sandusky,1988,227,Unit area loads,12.85799383,185.1851852,0.422839506,0.033950617,8.580246914,1.882716049,47.22222222,10.46296296,,,0.388888889
Sandusky,1989,442,Unit area loads,23.3058642,614.1975309,0.959876543,0.064814815,21.75925926,4.75308642,79.9382716,26.51234568,,,0.895061728
Sandusky,1990,466,Unit area loads,37.29259259,793.2098765,1.50617284,0.188271605,28.45679012,6.635802469,101.2345679,35.09259259,,,1.317901235
Sandusky,1991,418,Unit area loads,36.86419753,756.1728395,1.731481481,0.219135802,14.9382716,6.358024691,83.95061728,21.2962963,,,1.512345679
Sandusky,1992,451,Unit area loads,29.96305556,728.3950617,1.151234568,0.12654321,20.0308642,4.691358025,81.79012346,24.72222222,,,1.024691358
Sandusky,1993,433,Unit area loads,44.12191358,722.2222222,1.475308642,0.12962963,15.58641975,6.388888889,88.88888889,21.97530864,,,1.345679012
Sandusky,1994,448,Unit area loads,24.47898148,395.0617284,0.87037037,0.037037037,15.37037037,3.919753086,62.03703704,19.29012346,,,0.833333333
Sandusky,1995,472,Unit area loads,26.6245679,530.8641975,1.209876543,0.089506173,17.40740741,4.660493827,74.38271605,22.06790123,,,1.12037037
Sandusky,1996,419,Unit area loads,35.65030864,873.4567901,1.515432099,0.095679012,23.67283951,6.419753086,99.69135802,30.09259259,,,1.419753086
Sandusky,1997,443,Unit area loads,44.60833333,1123.45679,2.058641975,0.185185185,28.36419753,8.302469136,92.59259259,36.66666667,,,1.87345679
Sandusky,1998,529,Unit area loads,35.78611111,641.9753086,1.577160494,0.212962963,18.42592593,6.141975309,75.92592593,24.56790123,,,1.364197531
Sandusky,1999,430,Unit area loads,16.81867284,163.5802469,0.425925926,0.077160494,11.88271605,2.314814815,61.41975309,14.19753086,,,0.348765432
Sandusky,2000,512,Unit area loads,22.19435185,290.1234568,0.675925926,0.145061728,19.04320988,3.333333333,81.17283951,22.37654321,,,0.530864198
Sandusky,2001,30,Unit area loads,19.0717284,213.5802469,0.484567901,0.101851852,13.61111111,2.932098765,85.80246914,16.54320988,,,0.382716049
Sandusky,2002,431,Unit area loads,30.4637037,620.3703704,1.311728395,0.135802469,19.81481481,5.24691358,96.60493827,25.0617284,,,1.175925926
Sandusky,2003,446,Unit area loads,34.45709877,570.9876543,1.280864198,0.302469136,26.94444444,6.265432099,98.7654321,33.20987654,,,0.978395062
Sandusky,2004,563,Unit area loads,45.86604938,805.5555556,1.944444444,0.425925926,24.47530864,7.808641975,124.691358,32.28395062,,,1.518518519
Sandusky,2005,415,Unit area loads,41.82098765,700.617284,1.663580247,0.533950617,19.66049383,6.512345679,104.3209877,26.17283951,,,1.12962963
Sandusky,2006,580,Unit area loads,33.7962963,490.7407407,1.265432099,0.320987654,20.86419753,5.12345679,92.90123457,25.98765432,,,0.944444444
Sandusky,2007,535,Unit area loads,55.55555556,1012.345679,2.817901235,0.672839506,18.36419753,8.858024691,100.9259259,27.22222222,,,2.145061728
Sandusky,2008,571,Unit area loads,58.82716049,1104.938272,2.706790123,0.577160494,22.37654321,8.858024691,118.5185185,31.2345679,,,2.12962963
Sandusky,2009,490,Unit area loads,29.19753086,543.2098765,1.135802469,0.218209877,15.27777778,6.206790123,82.40740741,21.4845679,,,0.917592593
Sandusky,2010,551,Unit area loads,27.22222222,475.308642,1.064814815,0.228395062,17.25308642,4.75308642,83.95061728,22.00617284,,,0.836419753
Sandusky,2011,591,Unit area loads,58.67283951,1320.987654,2.895061728,0.598765432,22.5617284,9.783950617,120.0617284,32.34567901,,,2.296296296
Sandusky,2012,535,Unit area loads,47.00617284,672.8395062,1.975308642,0.558641975,11.66666667,6.172839506,90.74074074,17.93209877,,,1.416666667
Sandusky,2013,563,Unit area loads,45.98765432,774.691358,1.981481481,0.472222222,23.39506173,7.561728395,102.4691358,30.95679012,,,1.509259259
Sandusky,2014,544,Unit area loads,43.7654321,657.4074074,1.722222222,0.49382716,16.45061728,5.956790123,112.037037,22.40740741,,,1.228395062
Sandusky,2015,517,Unit area loads,32.71604938,410.4938272,1.086419753,0.30462963,16.66666667,4.691358025,85.80246914,21.35802469,,,0.781790123
Sandusky,1975,437,Flow weighted mean concentrations,,250.5048936,0.43692714,0.065053596,4.70910362,no data,26.40981824,,,,0.371873544
Sandusky,1976,501,Flow weighted mean concentrations,,169.7841279,0.343456442,0.076467661,3.888186135,1.1405346,32.40155113,5.028720735,,,0.266988781
Sandusky,1977,485,Flow weighted mean concentrations,,163.747822,0.413344017,0.100156435,5.087310975,1.653376067,44.6729495,6.740687041,,,0.313187582
Sandusky,1978,462,Flow weighted mean concentrations,,138.0103508,0.355089132,0.101351351,3.888729155,1.502300173,24.65497412,5.391029327,,,0.25373778
Sandusky,1979,468,Flow weighted mean concentrations,,259.2865024,0.495586613,0.083670467,5.020228025,1.655020228,26.75616035,6.675248253,,,0.411916146
Sandusky,1980,618,Flow weighted mean concentrations,,341.1693987,0.568615665,0.090166198,5.694279726,1.372800676,28.67447566,7.067080402,,,0.478449466
Sandusky,1981,487,Flow weighted mean concentrations,,476.2336346,0.650083629,0.079097628,5.882886075,no data,21.50466758,,,,0.570986001
Sandusky,1982,469,Flow weighted mean concentrations,,271.8955001,0.430860859,0.063298423,3.632466337,1.776671654,22.22637818,5.409137991,,,0.367562435
Sandusky,1983,446,Flow weighted mean concentrations,,132.3885512,0.28940753,0.050800258,5.541846328,1.339279529,29.71045392,6.881125857,,,0.238607272
Sandusky,1984,442,Flow weighted mean concentrations,,146.8716342,0.392688369,0.080392895,3.694981113,1.602704499,19.32521503,5.297685612,,,0.312295475
Sandusky,1985,464,Flow weighted mean concentrations,,198.7588613,0.384526947,0.028579706,6.066692042,1.597865356,28.83952106,7.664557398,,,0.355947242
Sandusky,1986,415,Flow weighted mean concentrations,,207.0602103,0.418773459,0.03024475,4.792629587,1.868970438,27.76312932,6.661600025,,,0.388528709
Sandusky,1987,364,Flow weighted mean concentrations,,156.2728217,0.315609816,0.05106955,4.320483894,1.736364686,27.16900037,6.05684858,,,0.264540267
Sandusky,1988,227,Flow weighted mean concentrations,,144.0233894,0.328853406,0.026404288,6.673083709,1.464237792,36.7259643,8.137321501,,,0.302449118
Sandusky,1989,442,Flow weighted mean concentrations,,263.5377627,0.411860524,0.027810518,9.336388076,2.039437963,34.29963846,11.37582604,,,0.384050006
Sandusky,1990,466,Flow weighted mean concentrations,,212.6990433,0.403879895,0.050484987,7.63068163,1.779388883,27.14602576,9.410070513,,,0.353394908
Sandusky,1991,418,Flow weighted mean concentrations,,205.1239116,0.469691896,0.059444072,4.052243804,1.724715338,22.77294039,5.776959143,,,0.410247823
Sandusky,1992,451,Flow weighted mean concentrations,,243.0977243,0.384218013,0.042233079,6.685187417,1.565714156,27.29699022,8.250901573,,,0.341984934
Sandusky,1993,433,Flow weighted mean concentrations,,163.6878738,0.334370956,0.029379875,3.532580183,1.448008114,20.14619985,4.980588297,,,0.304991081
Sandusky,1994,448,Flow weighted mean concentrations,,161.3881397,0.355558245,0.015130138,6.279007312,1.601272949,25.34298132,7.880280261,,,0.340428107
Sandusky,1995,472,Flow weighted mean concentrations,,199.38885,0.4544211,0.033617887,6.5380995,1.750448625,27.93762375,8.288548125,,,0.420803212
Sandusky,1996,419,Flow weighted mean concentrations,,245.0067961,0.425082463,0.0268382,6.640290199,1.800756664,27.9636732,8.441046863,,,0.398244262
Sandusky,1997,443,Flow weighted mean concentrations,,251.8490843,0.46149269,0.041513585,6.358497485,1.861192409,20.75679266,8.219689894,,,0.419979105
Sandusky,1998,529,Flow weighted mean concentrations,,179.3923086,0.440718604,0.059509949,5.148904241,1.716301414,21.21659034,6.865205654,,,0.381208656
Sandusky,1999,430,Flow weighted mean concentrations,,97.26109098,0.25324586,0.045877873,7.065192458,1.376336193,36.51878699,8.441528651,,,0.207367986
Sandusky,2000,512,Flow weighted mean concentrations,,130.7194996,0.304548621,0.06535975,8.580205452,1.501883612,36.57364723,10.08208906,,,0.239188872
Sandusky,2001,30,Flow weighted mean concentrations,,111.987882,0.254076553,0.053404626,7.136799995,1.537405895,44.98935144,8.674205889,,,0.200671927
Sandusky,2002,431,Flow weighted mean concentrations,,203.6424646,0.430587301,0.04457845,6.504401109,1.722349203,31.71148827,8.226750312,,,0.386008851
Sandusky,2003,446,Flow weighted mean concentrations,,165.7097303,0.371727233,0.087781371,7.819707813,1.818328392,28.6633047,9.638036205,,,0.283945862
Sandusky,2004,563,Flow weighted mean concentrations,,175.6322087,0.423939814,0.092863007,5.336258294,1.702488459,27.18598172,7.038746753,,,0.331076807
Sandusky,2005,415,Flow weighted mean concentrations,,167.5276753,0.397785978,0.127675277,4.701107011,1.557195572,24.94464945,6.258302583,,,0.270110701
Sandusky,2006,580,Flow weighted mean concentrations,,145.2054795,0.374429224,0.094977169,6.173515982,1.515981735,27.48858447,7.689497717,,,0.279452055
Sandusky,2007,535,Flow weighted mean concentrations,,182.2222222,0.507222222,0.121111111,3.305555556,1.594444444,18.16666667,4.9,,,0.386111111
Sandusky,2008,571,Flow weighted mean concentrations,,187.8279119,0.460125918,0.098111228,3.803777545,1.505771249,20.14690451,5.309548793,,,0.36201469
Sandusky,2009,490,Flow weighted mean concentrations,,186.0465116,0.389006342,0.074735729,5.23255814,2.125792812,28.22410148,7.358350951,,,0.314270613
Sandusky,2010,551,Flow weighted mean concentrations,,174.6031746,0.391156463,0.083900227,6.337868481,1.746031746,30.83900227,8.083900227,,,0.307256236
Sandusky,2011,591,Flow weighted mean concentrations,,225.2631579,0.493684211,0.102105263,3.847368421,1.668421053,20.47368421,5.515789474,,,0.391578947
Sandusky,2012,535,Flow weighted mean concentrations,,144.0789474,0.421052632,0.119078947,2.506578947,1.315789474,19.40789474,3.822368421,,,0.301973684
Sandusky,2013,563,Flow weighted mean concentrations,,168.4563758,0.430872483,0.102684564,5.087248322,1.644295302,22.28187919,6.731543624,,,0.328187919
Sandusky,2014,544,Flow weighted mean concentrations,,150.2115656,0.393511989,0.112834979,3.758815233,1.361071932,25.59943583,5.119887165,,,0.28067701
Sandusky,2015,517,Flow weighted mean concentrations,,125.4716981,0.332075472,0.093113208,5.094339623,1.433962264,26.22641509,6.528301887,,,0.238962264
Sandusky,1975,437,Time weighted mean concentrations,,157.426,0.338275,0.06819287,3.07473,no data,45.6399,,,,
Sandusky,1976,501,Time weighted mean concentrations,,65.8453,0.199486,0.06038776,2.95492,1.1522,43.1772,,,,
Sandusky,1977,485,Time weighted mean concentrations,,59.655,0.211675,0.07719532,2.56741,1.62685,57.0667,,,,
Sandusky,1978,462,Time weighted mean concentrations,,52.5099,0.185624,0.06825929,3.00991,1.03444,42.0455,,,,
Sandusky,1979,468,Time weighted mean concentrations,,110.771,0.269761,0.07087339,4.21314,1.65202,48.5098,,,,
Sandusky,1980,618,Time weighted mean concentrations,,137.118,0.284523,0.06738669,4.09218,1.06042,33.6466,,,,
Sandusky,1981,487,Time weighted mean concentrations,,95.326,0.215789,0.05570103,3.58701,no data,41.2514,,,,
Sandusky,1982,469,Time weighted mean concentrations,,101.113,0.228348,0.05082707,2.99567,1.14411,35.2522,,,,
Sandusky,1983,446,Time weighted mean concentrations,,50.388,0.150527,0.03592395,3.14328,0.880667,41.3563,,,,
Sandusky,1984,442,Time weighted mean concentrations,,67.5419,0.229248,0.05245852,3.56314,1.11625,29.7619,,,,
Sandusky,1985,464,Time weighted mean concentrations,,71.2035,0.189837,0.0225389,4.33431,1.0194,40.6402,,,,
Sandusky,1986,415,Time weighted mean concentrations,,108.988,0.243647,0.02543794,3.96993,1.46756,36.8436,,,,
Sandusky,1987,364,Time weighted mean concentrations,,89.3632,0.199125,0.03679902,3.19417,1.36156,32.2277,,,,
Sandusky,1988,227,Time weighted mean concentrations,,29.9171,0.129981,0.01079412,2.44561,1.07765,51.8756,,,,
Sandusky,1989,442,Time weighted mean concentrations,,75.3549,0.159374,0.01961063,6.25728,1.11583,47.547,,,,
Sandusky,1990,466,Time weighted mean concentrations,,101.882,0.222751,0.03014046,5.54943,1.2116,37.0115,,,,
Sandusky,1991,418,Time weighted mean concentrations,,78.4391,0.189613,0.02660617,3.24143,1.07706,38.9393,,,,
Sandusky,1992,451,Time weighted mean concentrations,,89.1438,0.186963,0.02177822,5.21435,1.02256,47.444,,,,
Sandusky,1993,433,Time weighted mean concentrations,,77.929,0.180842,0.01858174,3.09104,0.981488,34.6877,,,,
Sandusky,1994,448,Time weighted mean concentrations,,54.2727,0.152055,0.009703189,3.23984,0.959132,41.7205,,,,
Sandusky,1995,472,Time weighted mean concentrations,,69.3475,0.186636,0.02218336,4.00395,0.972619,45.9857,,,,
Sandusky,1996,419,Time weighted mean concentrations,,80.2468,0.19152,0.01701396,4.66203,1.02971,42.3021,,,,
Sandusky,1997,443,Time weighted mean concentrations,,163.564,0.225358,0.02251243,4.34104,1.34282,32.5403,,,,
Sandusky,1998,529,Time weighted mean concentrations,,69.8629,0.185316,0.02925636,3.71583,0.962482,33.8335,,,,
Sandusky,1999,430,Time weighted mean concentrations,,27.8826,0.09367305,0.01353406,3.29397,0.824738,53.3945,,,,
Sandusky,2000,512,Time weighted mean concentrations,,52.7042,0.162634,0.04521345,5.67232,1.0034,48.3792,,,,
Sandusky,2001,30,Time weighted mean concentrations,,44.2,0.132,0.032,4.19,0.95,48.8,,,,
Sandusky,2002,431,Time weighted mean concentrations,,63.1693,0.158058,0.02944746,4.45461,1.00199,50.4143,,,,
Sandusky,2003,446,Time weighted mean concentrations,,61.5144,0.19068,0.05696736,6.72837,1.15406,43.8787,,,,
Sandusky,2004,563,Time weighted mean concentrations,,73.4511,0.221865,0.06603756,4.08089,1.12598,36.9612,,,,
Sandusky,2005,415,Time weighted mean concentrations,,62.2358,0.149061,0.03782218,3.73611,1.05054,40.4115,,,,
Sandusky,2006,580,Time weighted mean concentrations,,62.4037,0.198573,0.06031752,4.42837,1.01291,37.2912,,,,
Sandusky,2007,535,Time weighted mean concentrations,,70.1857,0.224344,0.06387255,3.16655,1.05845,33.207,,,,
Sandusky,2008,571,Time weighted mean concentrations,,85.6604,0.234659,0.05759812,3.26908,1.09385,33.2721,,,,
Sandusky,2009,490,Time weighted mean concentrations,,63.6072,0.172,0.034932,3.61,1.10852,44.3876,,,,
Sandusky,2010,551,Time weighted mean concentrations,,58.9,0.179,0.046,3.45,1.1,46.8,,,,
Sandusky,2011,591,Time weighted mean concentrations,,83.4,0.226,0.061,3.46,1.05,39.5,,,,
Sandusky,2012,535,Time weighted mean concentrations,,67,0.206,0.062,2.03,0.96,34.4,,,,
Sandusky,2013,563,Time weighted mean concentrations,,69.5,0.21,0.0631,4.66,1.05,32.7,,,,
Sandusky,2014,544,Time weighted mean concentrations,,67,0.207,0.0645,2.87,1.02,37.2,,,,
Sandusky,2015,517,Time weighted mean concentrations,,35.9,0.132,0.0403,2.82,0.883,50.3,,,,
Tiffin,2008,136,Loads,527,27000,98.9,34.5,1480,546,12800,2026,0.730503455,64.4,
Tiffin,2009,317,Loads,391,40300,105,20.9,1440,553,8520,1993,0.722528851,84.1,
Tiffin,2010,310,Loads,337,24800,78.4,22.7,1190,423,7410,1613,0.737755735,55.7,
Tiffin,2011,202,Loads,365,20400,85.1,25.4,1550,429,8180,1979,0.78322385,59.7,
Tiffin,2012,324,Loads,424,28900,109,33.5,1370,443,7940,1813,0.755653613,75.5,
Tiffin,2013,290,Loads,223,16100,51.7,13.2,1370,304,6200,1674,0.818399044,38.5,
Tiffin,2014,165,Loads,312.7506453,10700,64.7,27.4,1020,333,7780,1353,0.753880266,37.3,
Tiffin,2015,38,Loads,257,10200,50.9,21.7,1180,309,7010,1489,0.792478173,29.2,
Tiffin,2015,38,Loads,257,10100,62.2,23.4,1080,313,7300,1393,0.775305097,38.8,
Tiffin,2008,136,Unit area loads,49.62802524,254.2612299,0.931349468,0.324889349,13.93728223,5.141727093,120.5386571,19.07900932,,0.606460119,
Tiffin,2009,317,Unit area loads,36.82079292,379.5084283,0.988793672,0.196817026,13.56059893,5.207646671,80.23354365,18.7682456,,0.791976646,
Tiffin,2010,310,Unit area loads,31.73556832,233.5436482,0.738299275,0.213767775,11.20632828,3.983425935,69.78058198,15.18975421,,0.5245315,
Tiffin,2011,202,Unit area loads,34.37235145,192.1084848,0.801393728,0.239193898,14.59647801,4.03992843,77.03173557,18.63640644,,0.56219983,
Tiffin,2012,324,Unit area loads,39.92843017,272.1536868,1.026462002,0.315472267,12.90140315,4.171767586,74.77163575,17.07317073,,0.710989735,
Tiffin,2013,290,Unit area loads,21.00009417,151.6150297,0.48686317,0.12430549,12.90140315,2.862793107,58.38591204,15.76419625,,0.36255768,
Tiffin,2014,165,Unit area loads,29.45198656,100.7627837,0.609285243,0.258028063,9.60542424,3.135888502,73.26490253,12.74131274,,0.351257181,
Tiffin,2015,38,Unit area loads,24.20190225,96.0542424,0.479329504,0.204350692,11.11215745,2.90987852,66.01374894,14.02203597,,0.274978812,
Tiffin,2015,38,Unit area loads,,,,,,,,,,,
Tiffin,2008,136,Flow weighted mean concentrations,,51.23339658,0.187666034,0.065464896,2.808349146,1.036053131,24.28842505,3.844402277,,0.122201139,
Tiffin,2009,317,Flow weighted mean concentrations,,103.0690537,0.268542199,0.053452685,3.68286445,1.414322251,21.79028133,5.097186701,,0.215089514,
Tiffin,2010,310,Flow weighted mean concentrations,,73.59050445,0.23264095,0.06735905,3.53115727,1.255192878,21.98813056,4.786350148,,0.165281899,
Tiffin,2011,202,Flow weighted mean concentrations,,55.89041096,0.233150685,0.069589041,4.246575342,1.175342466,22.4109589,5.421917808,,0.163561644,
Tiffin,2012,324,Flow weighted mean concentrations,,68.16037736,0.257075472,0.079009434,3.231132075,1.044811321,18.72641509,4.275943396,,0.178066038,
Tiffin,2013,290,Flow weighted mean concentrations,,72.19730942,0.231838565,0.059192825,6.143497758,1.3632287,27.80269058,7.506726457,,0.17264574,
Tiffin,2014,165,Flow weighted mean concentrations,,34.2125593,0.206874074,0.087609731,3.261384158,1.064746004,24.87604779,4.326130162,,0.119264342,
Tiffin,2015,38,Flow weighted mean concentrations,,39.68871595,0.198054475,0.084435798,4.591439689,1.20233463,27.27626459,5.793774319,,0.113618677,
Tiffin,2015,38,Flow weighted mean concentrations,,50.529,0.168,0.053,2.18,0.93,29.31,,,,
Tiffin,2008,136,Time weighted mean concentrations,,50.5,0.15,0.042,2.21,0.98,29.5,,,,
Tiffin,2009,317,Time weighted mean concentrations,,58.6,0.179,0.053,2.18,1.01,28.3,,,,
Tiffin,2010,310,Time weighted mean concentrations,,49.4,0.161,0.053,2.61,0.95,32.5,,,,
Tiffin,2011,202,Time weighted mean concentrations,,53.5,0.19,0.064,2.22,0.92,30.3,,,,
Tiffin,2012,324,Time weighted mean concentrations,,44.2,0.154,0.0513,3.22,0.902,34.8,,,,
Tiffin,2013,290,Time weighted mean concentrations,,38,0.169,0.0691,2.22,0.9,33.8,,,,
Tiffin,2014,165,Time weighted mean concentrations,,27.2,0.138,0.0562,2.51,0.859,39.7,,,,
Tiffin,2015,38,Time weighted mean concentrations,,,,,,,,,,,
Tiffin,2015,38,Time weighted mean concentrations,,,,,,,,,,,
